id,status,question,best_ret,reason,required_terms,forbidden_terms,min_pic_count,language
13,locked,"""你们的商品存在质量问题，我使用了一次就坏了，联系客服没人管！""",您好，如果商品存在质量问题、与页面描述不一致，或您怀疑收到的不是全新/临期商品，请先保留商品、包装、页面宣传截图、问题照片或视频。客服核实后会按售后规则协助处理，常见方案包括退货退款、换货、维修或补偿；如果确认是商品或宣传问题，一般不会让您承担由此产生的处理成本。,local_systematic_v66,,,0,zh
14,locked,"""我收到的商品被拆封过，里面还有污渍，明显是二手商品，我要投诉！""",您好，如果商品存在质量问题、与页面描述不一致，或您怀疑收到的不是全新/临期商品，请先保留商品、包装、页面宣传截图、问题照片或视频。客服核实后会按售后规则协助处理，常见方案包括退货退款、换货、维修或补偿；如果确认是商品或宣传问题，一般不会让您承担由此产生的处理成本。,local_systematic_v66,,,0,zh
15,locked,"""你们的商品宣传是正品，但是我收到后验证是假货，我要投诉！""",您好，如果商品存在质量问题、与页面描述不一致，或您怀疑收到的不是全新/临期商品，请先保留商品、包装、页面宣传截图、问题照片或视频。客服核实后会按售后规则协助处理，常见方案包括退货退款、换货、维修或补偿；如果确认是商品或宣传问题，一般不会让您承担由此产生的处理成本。,local_systematic_v66,,,0,zh
16,locked,"""我收到商品后，发现商品有轻微划痕，不影响使用，能申请换货吗？""",您好，如需换货，请提供订单号、商品问题描述以及照片或视频凭证。客服会先核实商品状态、库存和售后条件；符合换货条件的，会告知寄回方式并安排更换。如果是质量问题导致换货，通常会按售后规则处理相应运费。,local_systematic_v66,,,0,zh
17,locked,"""我想换货，但是原来的商品包装盒丢了，还能换吗？"",
""需要我额外支付包装费吗？""",您好，包装盒丢失后是否还能换货，需要看商品是否影响二次销售和具体售后规则。如果是非质量原因换货，通常要求商品、配件、赠品和包装尽量完整；包装缺失可能影响换货审核，也可能需要按实际情况承担包装或折损相关费用。建议您提供订单号、商品现状照片和换货原因，客服核实后会告知是否可换以及是否会产生额外费用。,local_systematic_v66,,,0,zh
18,locked,"""我想退货，但是已经超过7天无理由退换货期限了，还能退吗？""",您好，可以申请退款/退货，但需要先看订单是否已发货、商品是否影响二次销售以及是否符合售后规则。如果还未发货，通常可优先申请取消订单；如果已签收，请保留商品、配件、包装和购买凭证。7天无理由通常要求商品不影响二次销售、配件和包装齐全；非质量原因退换货一般由买家承担寄回运费，如果是质量问题、错发漏发或运输破损，则按售后规则由商家承担相应处理成本。退款一般会按原支付渠道退回。,local_systematic_v66,,,0,zh
19,locked,"""请问你们的商品能提供纸质版说明书吗？"",
""电子版在哪里可以找到？""",您好，纸质说明书是否随商品提供需要以具体商品包装为准；电子版说明书通常可以通过商品详情页、品牌官网或客服渠道获取。您可以提供商品名称、型号或订单号，客服可以帮您确认是否有对应电子版说明书或补发方式。,local_systematic_v66,,,0,zh
20,locked,"""请问你们家的商品能寄到国外吗？"",
""运费怎么算？大概需要多久能到？""",您好，是否支持寄送到国外以及运费、时效，需要根据具体国家或地区、商品类型和物流渠道确认。建议您提供收货国家/地区、详细地址和商品信息，客服核实后可以确认是否可发、预计运费和大致配送时效。,local_systematic_v66,,,0,zh
21,locked,"""我购买的商品，想开发票抬头为公司，需要注意什么？"",
""抬头写错了，能重新开具吗？""",您好，商品一般可以申请开具电子发票，常见类型为个人或企业抬头的普通发票；是否支持专票以订单开票规则为准。请提供订单号、发票抬头、税号以及接收邮箱或收票信息；公司抬头请确认公司名称和税号填写准确。提交后通常会在1-3个工作日内开具或发送。若抬头写错，请尽快联系客服，核实原发票状态后可协助作废重开或重新开具。,local_systematic_v66,,,0,zh
22,locked,"""我收到商品后，发现商品有瑕疵，但是已经使用过了，能售后吗？"",
""换货还是只能维修？""",您好，如需换货，请提供订单号、商品问题描述以及照片或视频凭证。客服会先核实商品状态、库存和售后条件；符合换货条件的，会告知寄回方式并安排更换。如果是质量问题导致换货，通常会按售后规则处理相应运费。,local_systematic_v66,,,0,zh
23,locked,"""我想取消订单，但是订单已经付款了，能全额退款吗？""",您好，可以申请退款/退货，但需要先看订单是否已发货、商品是否影响二次销售以及是否符合售后规则。如果还未发货，通常可优先申请取消订单；如果已签收，请保留商品、配件、包装和购买凭证。7天无理由通常要求商品不影响二次销售、配件和包装齐全；非质量原因退换货一般由买家承担寄回运费，如果是质量问题、错发漏发或运输破损，则按售后规则由商家承担相应处理成本。退款一般会按原支付渠道退回。,local_systematic_v66,,,0,zh
24,locked,"""请问你们的商品有售后保障卡吗？"",
""卡丢了，还能享受售后服务吗？""",您好，售后保障卡或保修卡丢失后，一般仍可提供订单记录、购买凭证、商品序列号或包装标签来核实售后资格。建议您准备订单号和商品信息，客服核实后会告知是否仍可享受对应售后服务以及需要补充哪些材料。,local_systematic_v66,,,0,zh
25,locked,"""请问你们家支持以旧换新服务吗？""",您好，目前是否支持以旧换新需要看具体商品和活动规则。您可以提供商品型号、旧机情况和订单信息，客服会帮您确认是否有以旧换新、回收抵扣或其他优惠活动；如果当前不支持，也可以按正常购买和售后流程处理。,local_systematic_v66,,,0,zh
26,locked,"""请问你们的智能客服能解答哪些问题？"",
""智能客服解答不了的问题，怎么办？""",您好，智能客服可以优先解答商品使用方法、说明书步骤、常见故障、物流、发票、退换货和售后流程等问题。如果智能客服无法准确解答，您可以转人工客服；建议同时提供订单号、商品名称、问题截图或照片，以及您希望处理的诉求，这样人工客服能更快接上并继续处理。,local_systematic_v66,,,0,zh
33,locked,"""家支持7天无理由退货吗？"",
""需要满足什么条件？""",您好，可以申请退款/退货，但需要先看订单是否已发货、商品是否影响二次销售以及是否符合售后规则。如果还未发货，通常可优先申请取消订单；如果已签收，请保留商品、配件、包装和购买凭证。7天无理由通常要求商品不影响二次销售、配件和包装齐全；非质量原因退换货一般由买家承担寄回运费，如果是质量问题、错发漏发或运输破损，则按售后规则由商家承担相应处理成本。退款一般会按原支付渠道退回。,local_systematic_v66,,,0,zh
34,locked,"""我购买的商品，收到后发现少发了一件，怎么办？"",
""什么时候能补寄？需要我承担运费吗？""",您好，如果收到商品后发现少件、缺件或承诺补发后一直未发出，请先保留外包装、快递面单、装箱清单和开箱照片/视频。请把订单号、缺少的配件名称和凭证发给客服；核实少发后会安排补发，通常不需要您承担补寄运费。如果已经超过承诺时间仍未补发，可以要求客服升级催办并反馈新的补发时间。,local_systematic_v66,,,0,zh
35,locked,"""想换成其他款式，能换货吗？""",您好，如需换货，请提供订单号、商品问题描述以及照片或视频凭证。客服会先核实商品状态、库存和售后条件；符合换货条件的，会告知寄回方式并安排更换。如果是质量问题导致换货，通常会按售后规则处理相应运费。,local_systematic_v66,,,0,zh
36,locked,"""请问商品的生产日期是什么时候？""","您好，当前说明书内容没有给出具体生产日期。生产日期通常需要以商品包装、机身铭牌/标签、合格证或生产批号为准。您可以提供商品型号、包装标签或铭牌照片，我可以继续帮您定位应查看的位置。
建议补充更具体的信息后再确认。",local_systematic_v66,,,0,zh
37,locked,"""请问你们的商品能提供上门安装服务吗？""",您好，是否提供上门安装以及是否免费，需要以商品页面、订单服务说明或安装服务规则为准。如果页面承诺免费安装，通常基础安装不应额外收费；但特殊配件、加长材料或非标准安装可能会产生费用，安装前应先告知并确认。如果安装人员额外收费或安装导致商品损坏，请保留收费凭证、现场照片/视频和订单号，客服核实后会协助处理退款、维修或赔付。,local_systematic_v66,,,0,zh
38,locked,"""请问你们的商品能提供试用装吗？""",您好，是否提供试用装需要看具体商品和活动规则；部分商品可能有小样、试用装或试用活动，部分商品则不支持。您可以提供想购买的商品名称或链接，客服可以帮您确认是否有试用装、领取条件以及是否需要单独下单。,local_systematic_v66,,,0,zh
39,locked,"""我购买的商品，使用一段时间后出现质量问题，还能售后吗？""",您好，如果商品存在质量问题、与页面描述不一致，或您怀疑收到的不是全新/临期商品，请先保留商品、包装、页面宣传截图、问题照片或视频。客服核实后会按售后规则协助处理，常见方案包括退货退款、换货、维修或补偿；如果确认是商品或宣传问题，一般不会让您承担由此产生的处理成本。,local_systematic_v66,,,0,zh
40,locked,"""我想给商品更换成更大的尺寸，能换吗？"",
""尺寸差价怎么处理？""",您好，如果想更换尺寸，通常需要先确认商品是否支持换货以及目标尺寸是否有库存。若只是尺码不合适且商品不影响二次销售，可按售后规则申请换货；如果新旧尺寸存在差价，一般需要按实际订单价格多退少补或重新下单补差，具体以客服核实结果为准。,local_systematic_v66,,,0,zh
41,locked,"""快递丢失了，怎么办？""，
""这种情况你们会怎么赔偿？多久能解决？""",您好，如果物流疑似丢件，请先提供订单号和当前物流截图。客服会联系快递核实包裹位置；一般会在1-3个工作日内反馈核实结果。确认丢件后，会根据订单情况为您安排补发、退款或其他赔付处理。处理期间建议保留物流记录，方便后续追踪和申诉。,local_systematic_v66,,,0,zh
42,locked,"""我购买的商品，想申请退款，但是已经使用过了，能退吗？""",您好，可以先提交退款/退货申请。若商品未发货，优先申请取消订单；若已签收，请保持商品、配件和包装完整，并说明退货原因。已经使用过的商品是否能退，需要看是否存在质量问题、是否影响二次销售以及平台售后规则；非质量原因退货一般由买家承担寄回运费；质量问题、错发漏发或运输破损通常按售后规则由商家承担相应处理成本。客服核实后会告知是否可退、退回方式和退款进度。,local_systematic_v66,,,0,zh
43,locked,"""我购买的商品，快递送达时，我不在家，怎么办？""",您好，如果快递送达时您不在家，建议先查看物流页面是否支持改约、放置驿站或联系快递员重新派送。如物流状态异常或无法联系快递员，可以提供订单号给客服，我们会协助联系物流确认后续配送安排。,local_systematic_v66,,,0,zh
44,locked,"""请问你们的优惠券能用于所有商品吗？""",您好，优惠券是否能用于所有商品，要以优惠券页面标注的适用范围为准。部分优惠券可能限制商品类目、活动商品、最低消费金额或使用时间；下单时如果优惠券可用，结算页一般会自动显示并抵扣。如果结算页无法选择该券，通常表示当前商品或订单不满足使用条件。,local_systematic_v66,,,0,zh
45,locked,"""请问你们的商品能提供终身维修服务吗？""",您好，售后维修通常覆盖商品本身质量问题、正常使用中出现的故障检测、维修或配件更换。如果是人为损坏、进水、摔碰、私自拆修或超过保修范围，一般也可以申请检测维修，但可能需要收费。费用会根据检测结果、配件和人工成本确认，维修前应先告知报价并征得您确认。请提供订单号、故障照片或视频和购买凭证。,local_systematic_v66,,,0,zh
46,locked,"""我上个月购买的家电，使用不到一个月就出现故障，联系售后寄回维修，现在已经维修15天了，还没收到，而且我发现商品是翻新机，并非全新，要求退货退款并赔偿，请问该怎么处理？""",您好，如果商品存在质量问题、与页面描述不一致，或您怀疑收到的不是全新/临期商品，请先保留商品、包装、页面宣传截图、问题照片或视频。客服核实后会按售后规则协助处理，常见方案包括退货退款、换货、维修或补偿；如果确认是商品或宣传问题，一般不会让您承担由此产生的处理成本。,local_systematic_v66,,,0,zh
47,locked,"""我在你们平台批量购买了100件商品用于企业采购，收到货后发现有20件存在质量问题，15件少发，而且发票开错了抬头，需要重新开具，同时想申请质量问题商品的换货和少发商品的补寄，请问流程是什么？"",",您好，这类批量采购售后建议按问题类型分开处理，避免遗漏：1. 质量问题商品请整理数量、故障描述和照片/视频，申请检测后换货或售后处理；2. 少发商品请提供缺少数量、装箱照片、外包装和快递面单，核实后安排补寄；3. 发票抬头开错请提供原发票信息、正确抬头和税号，客服核实后协助重开。建议一并提供订单号和企业采购清单，方便客服合并跟进。,local_systematic_v66,,,0,zh
48,locked,"""我购买的食品类商品，收到后发现生产日期临近过期，而且包装破损，部分商品受潮无法食用，我要求退货退款并赔偿，同时担心食用了受潮商品影响健康，请问能提供相关保障吗？""",您好，如果收到的商品存在临期、过期或保质期明显不符合页面说明的情况，请先不要继续使用，并保留商品包装、生产日期/保质期标签、订单信息和照片。客服核实后会按售后规则处理，可根据实际情况协助退货退款、换货或补偿。,local_systematic_v66,,,0,zh
49,locked,"""我购买的商品包装破损，商品出现损坏，而且快递员拒绝承认是运输问题，同时我已经签收商品，请问还能申请售后吗？""",您好，即使已经签收，发现外包装破损或商品损坏也可以联系售后核实处理。请尽量保留外包装、快递面单、破损位置照片/视频和开箱记录；客服会结合物流签收情况和商品状态判断责任，如果确认属于运输或发货问题，会协助您申请退换货、补发、维修或赔付。,local_systematic_v66,,,0,zh
50,locked,"""我购买的大家电需要上门安装，但是安装人员上门后说需要额外收取配件费，而且安装服务原本应该是免费的，同时安装人员操作不规范，导致家电出现轻微损坏，请问该怎么处理？""",您好，是否提供上门安装以及是否免费，需要以商品页面、订单服务说明或安装服务规则为准。如果页面承诺免费安装，通常基础安装不应额外收费；但特殊配件、加长材料或非标准安装可能会产生费用，安装前应先告知并确认。如果安装人员额外收费或安装导致商品损坏，请保留收费凭证、现场照片/视频和订单号，客服核实后会协助处理退款、维修或赔付。,local_systematic_v66,,,0,zh
51,locked,"""我购买的商品在质保期内出现质量问题，寄回维修后，维修人员说需要更换配件，而且要收取配件费，但是质保期内应该免费维修，同时维修时间已经超过承诺的7天，请问该怎么处理？"",",您好，质保期内如果属于非人为质量问题，通常应按售后规则提供免费维修或更换相关故障配件。如果维修人员要求收取配件费，建议先要求说明收费原因和检测结论；同时提供订单号、购买凭证、维修单号和报价记录给客服复核。若维修时间超过承诺周期，也可以要求客服催办并反馈预计完成时间或给出替代处理方案。,local_systematic_v66,,,0,zh
52,locked,"""我购买的大型设备需要上门检修，但是检修人员上门后说设备故障无法现场修复，需要拉回仓库维修，而且维修时间不确定，同时我担心设备拉回过程中出现损坏，请问该怎么处理？""",您好，如果大型设备上门检修后确认无法现场修复，可以要求检修人员或客服先说明故障判断、返厂/拉回仓库原因、预计维修周期和运输保护方式。设备拉回前建议拍照或录像留存外观、配件和故障状态，并让工作人员确认交接记录。如果运输或维修过程中造成新的损坏，应由售后继续核实并承担相应处理责任；您也可以要求客服持续反馈维修进度。,local_systematic_v66,,,0,zh
53,locked,"""我想试用商品，但是试用期间商品出现故障，而且不是人为操作导致的，同时我想延长试用期限，请问可以吗？另外故障商品能更换吗？""",您好，试用期间如果商品出现非人为故障，请先保留故障照片或视频、订单号和试用记录。客服核实后可按售后规则协助维修、换货或退换处理。试用期限是否能延长，需要看活动或订单规则；如果故障影响正常试用，可以向客服说明情况并申请特殊处理。,local_systematic_v66,,,0,zh
54,locked,"""我购买的商品，收到后发现是临期商品（还有15天过期），但下单时页面未标注临期，而且商品包装上也没有临期提示，我要求退货退款并赔偿，请问可以吗？""",您好，如果收到的商品存在临期、过期或保质期明显不符合页面说明的情况，请先不要继续使用，并保留商品包装、生产日期/保质期标签、订单信息和照片。客服核实后会按售后规则处理，可根据实际情况协助退货退款、换货或补偿。,local_systematic_v66,,,0,zh
55,locked,"""我购买的商品，收到后发现商品的颜色和详情页描述的不一致，详情页是深红色，实际收到的是浅红色，而且商品有轻微的异味，想申请换货""",您好，如需换货，请提供订单号、商品问题描述以及照片或视频凭证。客服会先核实商品状态、库存和售后条件；符合换货条件的，会告知寄回方式并安排更换。如果是质量问题导致换货，通常会按售后规则处理相应运费。,local_systematic_v66,,,0,zh
57,locked,"""我购买的商品，快递寄到后，我拆开包装发现商品损坏，但是快递员已经离开，没有当场验货，请问还能申请售后吗？""",您好，即使已经签收，发现外包装破损或商品损坏也可以联系售后核实处理。请尽量保留外包装、快递面单、破损位置照片/视频和开箱记录；客服会结合物流签收情况和商品状态判断责任，如果确认属于运输或发货问题，会协助您申请退换货、补发、维修或赔付。,local_systematic_v66,,,0,zh
58,locked,"""我购买的商品，使用时发现商品的功能和详情页描述的不一致，详情页说支持无线充电，实际不支持，而且商品的续航时间也比描述的短很多，要求退货退款并赔偿，请问可以吗？"",",您好，如果商品存在质量问题、与页面描述不一致，或您怀疑收到的不是全新/临期商品，请先保留商品、包装、页面宣传截图、问题照片或视频。客服核实后会按售后规则协助处理，常见方案包括退货退款、换货、维修或补偿；如果确认是商品或宣传问题，一般不会让您承担由此产生的处理成本。,local_systematic_v66,,,0,zh
64,locked,"""使用吹风机时，人员需要佩戴哪些防护装备？""","您好，使用吹风机时，人员需要佩戴以下防护装备： 1. 合格的听力防护装备。 2. 合格的眼部防护装备。 3. 在多尘环境中操作时佩戴面罩。 4. 防滑鞋底的工作靴或工作鞋。 5. 准备急救箱。
可参考配图：<PIC> Manual04_3。",local_systematic_v66,,,1,zh
65,locked,"""操作吹风机时，人员需要注意哪些安全要点？""","您好，操作吹风机时请注意： 1. 不要将喷口对准人或动物，并让人员和动物保持至少 10 米距离。 2. 安装或拆卸附件前先关闭发动机。 3. 不要在通风不良环境中运行发动机。 4. 加油前先停机，避免接触高温消音器和排气区域。 5. 不要站在梯子或支架上操作吹风机。
可参考配图：<PIC> Manual04_3。",local_systematic_v66,,,1,zh
66,locked,"""使用吹风机时，如何调节化油器？""","您好，吹风机化油器通常包含低速油针 L、高速油针 H 和怠速调节螺钉 T。调节时应让发动机运转稳定，按说明分别调整低速、高速和怠速；如果无法稳定怠速或加速异常，应由维修人员进一步检查。
可参考配图：<PIC> Manual04_42。",local_systematic_v66,,,1,zh
67,locked,"""吹风机冷机时，该如何启动？""","您好，吹风机冷机和热机启动方式不同： 1. 冷机启动：将停机开关调到启动位置，将阻风门控制器调到阻风门位置 A，并反复按压泵油膜片，直到燃油充满膜片。 2. 热机启动：将停机开关调到启动位置，先把阻风门控制器调到阻风门位置，再转回原位 B；此时只启用启动油门，不使用阻风门，并同样按压泵油膜片。 3. 启动时左手把机身按在地面，右手慢拉启动手柄至感觉有阻力后快速拉动；不要用脚踩设备。 4. 发动机点火后立即按下阻风门控制器，重复拉动直到启动；启动后迅速全开油门，启动油门会自动解除。 注意：不要把启动绳完全拉出，也不要在启动绳完全拉出时松手。
可参考配图：<PIC> Manual04_24、Manual04_25、Manual04_26。",local_systematic_v66,,,1,zh
68,locked,"""吹风机热机时，该如何启动？""","您好，吹风机冷机和热机启动方式不同： 1. 冷机启动：将停机开关调到启动位置，将阻风门控制器调到阻风门位置 A，并反复按压泵油膜片，直到燃油充满膜片。 2. 热机启动：将停机开关调到启动位置，先把阻风门控制器调到阻风门位置，再转回原位 B；此时只启用启动油门，不使用阻风门，并同样按压泵油膜片。 3. 启动时左手把机身按在地面，右手慢拉启动手柄至感觉有阻力后快速拉动；不要用脚踩设备。 4. 发动机点火后立即按下阻风门控制器，重复拉动直到启动；启动后迅速全开油门，启动油门会自动解除。 注意：不要把启动绳完全拉出，也不要在启动绳完全拉出时松手。
可参考配图：<PIC> Manual04_24、Manual04_25、Manual04_26。",local_systematic_v66,,,1,zh
69,locked,"""该如何关闭吹风机？""","您好，关闭吹风机时，使用停机开关即可停止发动机；日常维护时也应检查停机开关功能是否正常，损坏时需要更换。
可参考配图：<PIC> Manual04_3。",local_systematic_v66,,,1,zh
70,locked,"""空调的重要组成部件有哪些？""","您好，空调的主要组成部件可按室内机、室外机和遥控器来理解： 1. 室内机通常包括前面板、空气入口、空气滤网、空气出口、导风叶片和显示/指示区域。 2. 室外机通常包括空气入口、空气出口、连接管、排水软管和电源/连接线等。 3. 遥控器用于开关机、模式、温度、风速和定时等日常控制。
可参考配图：<PIC> Manual01_0。",local_systematic_v66,,,1,zh
71,locked,"""如何找到空调遥控器的按键？""",您好，遥控器无法使用时，可通过室内机的开 / 关键操作空调，此时风扇转速默认设为高速。 1. 打开前盖板，轻轻掀起盖板两侧即可。 * 功能会根据机型有所调整。 2. 按下开 / 关键。 * 功能会根据机型有所调整。 3. 冷暖型机型的运行模式会根据室内温度自动切换。 4. 单冷型机型的温度将默认设为 22 摄氏度（71.6 华氏度）。,local_systematic_v66,,,0,zh
72,locked,"""如何给空调遥控器安装电池？""","使用遥控器前，请先安装电池，适用电池型号为 7 号。1 取下电池盖。 1. 装入新电池，确保电池正、负极安装正确。 2. 重新装上电池盖。
可参考配图：<PIC> Manual01_2、Manual01_3。",local_systematic_v66,,,1,zh
73,locked,"""如何安装空调遥控器支架？""","将支架安装在无阳光直射的位置，以保护遥控器。 1. 选择安全且便于取用的位置。 2. 用螺丝刀将两颗螺丝拧紧，固定支架。 3. 将遥控器滑入支架中。
可参考配图：<PIC> Manual01_4、Manual01_5。",local_systematic_v66,,,1,zh
74,locked,"""如何用空调快速调节室内温度？""","您好，（极速制冷 / 制热模式） 该模式可在夏季快速冷却室内空气，或在冬季快速提升室内温度。 1. 按下开 / 关键开启电源。 2. 按下极速键。 3. 极速制冷模式下，空调将以 18 摄氏度的温度强风出风 30 分钟。 4. 极速制热模式下，空调将以 30 摄氏度的温度强风出风 30 分钟。
可参考配图：<PIC> Manual01_16。",local_systematic_v66,,,1,zh
75,locked,"""如何使用空调的自清洁运行功能？""","您好，制冷和除湿运行时，室内机内部会产生水汽，可使用自清洁功能去除水汽。 1. 按下自清洁键，显示屏上会显示自清洁标识。 2. 若关闭电源，风扇将继续运行 30 分钟，对室内机内部进行清洁。
可参考配图：<PIC> Manual01_17。",local_systematic_v66,,,1,zh
76,locked,"""如何使用空调的等离子净化功能？""","您好，本产品搭载的等离子滤网可彻底去除吸入空气中的微小污染物，输送洁净清新的空气。 1. 按下开 / 关键开启电源。 2. 按下等离子键，显示屏上会显示等离子标识。
可参考配图：<PIC> Manual01_18。",local_systematic_v66,,,1,zh
77,locked,"""单冷型空调如何开启自动运行模式？""","您好，此模式下，风扇转速和温度会根据室内温度自动调节。 1. 按下开 / 关键开启电源。 2. 反复按下模式键，选择自动运行模式。 3. 若当前温度高于或低于所需温度，按下上升 / 下降键选择所需的运行代码。
可参考配图：<PIC> Manual01_19。",local_systematic_v66,,,1,zh
78,locked,"""如何使用空调的自动转换运行功能？""","您好，该模式会自动切换运行模式，将设定温度的波动控制在 2 摄氏度以内。 1. 按下开 / 关键开启电源。 2. 反复按下模式键，选择自动转换运行模式，显示屏上会显示对应标识。 3. 按下上升 / 下降键设置所需温度，温度调节范围为 18 摄氏度（64 华氏度）-30 摄氏度（86 华氏度）。 4. 反复按下风速键选择风扇转速。
可参考配图：<PIC> Manual01_20。",local_systematic_v66,,,1,zh
79,locked,"""如何开启空调的节能制冷模式？""","您好，节能制冷模式 该模式可最大限度降低制冷时的耗电量，并将设定温度调节至最适宜的水平，打造更舒适的环境。 1. 按下开 / 关键开启电源。 2. 反复按下模式键，选择制冷模式。 3. 按下节能键，显示屏上会显示节能标识。
可参考配图：<PIC> Manual01_21。",local_systematic_v66,,,1,zh
80,locked,"""无遥控器时如何操作空调？""","遥控器无法使用时，可通过室内机的开 / 关键操作空调，此时风扇转速默认设为高速。 1. 打开前盖板，轻轻掀起盖板两侧即可。 * 功能会根据机型有所调整。 2. 按下开 / 关键。 * 功能会根据机型有所调整。 3. 冷暖型机型的运行模式会根据室内温度自动切换。 4. 单冷型机型的温度将默认设为 22 摄氏度（71.6 华氏度）。
可参考配图：<PIC> Manual01_22、Manual01_23。",local_systematic_v66,,,1,zh
81,locked,"""如何让空调实现自动重启？""","您好，空调自动重启功能用于停电后恢复之前的运行设置，通常为出厂默认开启。 关闭方法如下： 1. 打开前盖板，轻轻掀起盖板两侧。 2. 按住开/关键约 6 秒，设备会发出两声蜂鸣，指示灯闪烁 6 次。 3. 如需重新开启，再次按住开/关键约 6 秒，设备会发出两声蜂鸣，蓝色指示灯闪烁 4 次。
可参考配图：<PIC> Manual01_25、Manual01_26。",local_systematic_v66,,,1,zh
